"","age","accuracy_trajectory_adultzscale","accuracy_trajectory_minmaxscale","latency_trajectory_adultzscale","latency_trajectory_minmaxscale"
"101",18.1,-0.0538973214471781,0.971073613072456,-0.0865456651979535,9.71249120029734e-05
"102",18.2,-0.0484107331047919,0.97315797950687,-0.0860061281029377,0.000308830645418618
"103",18.3,-0.0431883826427404,0.975141961415584,-0.0851970942911925,0.000626282583488894
"104",18.4,-0.0382225289224144,0.977028499673411,-0.0841410871518581,0.00104064290827512
"105",18.5,-0.0335055934095882,0.978820473381422,-0.0828605335330407,0.00154311168299741
"106",18.6,-0.0290302035507047,0.980520683388196,-0.0813776511041161,0.00212497104926667
"107",18.7,-0.0247892050851003,0.982131847612386,-0.0797143327626147,0.0027776305839757
"108",18.8,-0.0207756330127961,0.983656612072112,-0.0778921246720301,0.00349263591691178
"109",18.9,-0.0169826014588153,0.985097592725739,-0.0759323903716186,0.00426160433669447
"110",19,-0.0134034300477494,0.986457327461915,-0.0738559288340542,0.00507637465884736
"111",19.1,-0.0100316891015948,0.987738258928819,-0.0716827801820474,0.00592908345949221
"112",19.2,-0.00686120334793851,0.988942733125408,-0.0694321281927728,0.00681220333105327
"113",19.3,-0.00388601104732567,0.990073014929023,-0.0671223810477312,0.00771851119730188
"114",19.4,-0.00110023575863923,0.991131336811987,-0.0647716033407479,0.00864091880032217
"115",19.5,0.00150178687278791,0.992119850674533,-0.0623969208550421,0.00957270625647648
"116",19.6,0.00392546962624807,0.993040612842884,-0.060014277714001,0.0105076173465603
"117",19.7,0.00617597867214795,0.993895585956026,-0.057638373997042,0.0114398839943411
"118",19.8,0.00825827883511431,0.994686656161263,-0.0552828359269677,0.0123641594877601
"119",19.9,0.010177257773688,0.99541568029034,-0.0529608430314612,0.0132752723907844
"120",20,0.0119376193712107,0.996084445358418,-0.0506844197210534,0.014168504516891
"121",20.1,0.0135438558480275,0.99669465796944,-0.0484641842587348,0.0150396894293794
